ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-10-07,4842.155466596991,3977.779608844945,6177.733087715207,4842.155466596991,4842.155466596991,211.3650499800524,211.3650499800524,211.3650499800524,387.9292705717125,387.9292705717125,387.9292705717125,-176.56422059166013,-176.56422059166013,-176.56422059166013,0.0,0.0,0.0,5053.520516577043
2013-10-08,4840.757258584517,3425.6238468883043,5609.659331869755,4840.757258584517,4840.757258584517,-291.7209265530621,-291.7209265530621,-291.7209265530621,-102.66917574170743,-102.66917574170743,-102.66917574170743,-189.05175081135468,-189.05175081135468,-189.05175081135468,0.0,0.0,0.0,4549.0363320314555
2013-10-09,4839.359050572046,3366.01927275585,5505.196090644256,4839.359050572046,4839.359050572046,-424.8269088490628,-424.8269088490628,-424.8269088490628,-219.6473384682017,-219.6473384682017,-219.6473384682017,-205.17957038086112,-205.17957038086112,-205.17957038086112,0.0,0.0,0.0,4414.532141722983
2013-10-10,4837.960842559574,3226.424695406072,5488.289652048804,4837.960842559574,4837.960842559574,-533.4737993805988,-533.4737993805988,-533.4737993805988,-309.0893061482761,-309.0893061482761,-309.0893061482761,-224.38449323232274,-224.38449323232274,-224.38449323232274,0.0,0.0,0.0,4304.487043178975
2013-10-11,4836.562634547101,3407.9452054191684,5600.296302361465,4836.562634547101,4836.562634547101,-300.5473652859974,-300.5473652859974,-300.5473652859974,-54.52855513621608,-54.52855513621608,-54.52855513621608,-246.01881014978127,-246.01881014978127,-246.01881014978127,0.0,0.0,0.0,4536.015269261104
2013-10-12,4835.164426534629,3607.450092229253,5761.12071621866,4835.164426534629,4835.164426534629,-118.6638957455577,-118.6638957455577,-118.6638957455577,150.70369944097897,150.70369944097897,150.70369944097897,-269.3675951865367,-269.3675951865367,-269.3675951865367,0.0,0.0,0.0,4716.500530789071
2013-10-14,4832.3680105096855,3875.6707352944572,6021.708312076537,4832.3680105096855,4832.3680105096855,69.79990596181275,69.79990596181275,69.79990596181275,387.92927057166224,387.92927057166224,387.92927057166224,-318.12936460984946,-318.12936460984946,-318.12936460984946,0.0,0.0,0.0,4902.167916471498
2013-10-15,4830.969802497212,3282.1826476850906,5431.785376139213,4830.969802497212,4830.969802497212,-444.62464321125157,-444.62464321125157,-444.62464321125157,-102.66917574139029,-102.66917574139029,-102.66917574139029,-341.9554674698613,-341.9554674698613,-341.9554674698613,0.0,0.0,0.0,4386.345159285961
2013-10-16,4829.571594484741,3140.5628317701453,5294.634893673317,4829.571594484741,4829.571594484741,-584.0124784888731,-584.0124784888731,-584.0124784888731,-219.6473384684407,-219.6473384684407,-219.6473384684407,-364.36514002043225,-364.36514002043225,-364.36514002043225,0.0,0.0,0.0,4245.559115995868
2013-10-17,4828.173386472267,2999.712065467885,5198.754156781951,4828.173386472267,4828.173386472267,-693.7031090622992,-693.7031090622992,-693.7031090622992,-309.0893061472131,-309.0893061472131,-309.0893061472131,-384.61380291508607,-384.61380291508607,-384.61380291508607,0.0,0.0,0.0,4134.470277409968
2013-10-18,4826.775178459796,3293.4938278729464,5429.910013700233,4826.775178459796,4826.775178459796,-456.5419731369488,-456.5419731369488,-456.5419731369488,-54.528555136261176,-54.528555136261176,-54.528555136261176,-402.0134180006877,-402.0134180006877,-402.0134180006877,0.0,0.0,0.0,4370.233205322847
2013-10-19,4825.376970447323,3538.190092171701,5622.699075336292,4825.376970447323,4825.376970447323,-265.2472133047674,-265.2472133047674,-265.2472133047674,150.70369944194837,150.70369944194837,150.70369944194837,-415.9509127467158,-415.9509127467158,-415.9509127467158,0.0,0.0,0.0,4560.129757142556
2013-10-21,4822.580554422379,3715.2042167008103,5776.167684410459,4822.580554422379,4822.580554422379,-43.52781354704991,-43.52781354704991,-43.52781354704991,387.9292705716984,387.9292705716984,387.9292705716984,-431.4570841187483,-431.4570841187483,-431.4570841187483,0.0,0.0,0.0,4779.052740875329
2013-10-22,4821.182346409907,3289.237974097969,5376.412967094168,4821.182346409907,4821.182346409907,-534.9765268102545,-534.9765268102545,-534.9765268102545,-102.66917574062873,-102.66917574062873,-102.66917574062873,-432.30735106962584,-432.30735106962584,-432.30735106962584,0.0,0.0,0.0,4286.205819599652
2013-10-23,4819.784138397435,3127.236896478968,5241.222420512445,4819.784138397435,4819.784138397435,-647.9238954951652,-647.9238954951652,-647.9238954951652,-219.64733846813982,-219.64733846813982,-219.64733846813982,-428.27655702702543,-428.27655702702543,-428.27655702702543,0.0,0.0,0.0,4171.860242902269
2013-10-24,4818.385930384962,2984.8339704411533,5179.353922566051,4818.385930384962,4818.385930384962,-728.4017651289096,-728.4017651289096,-728.4017651289096,-309.0893061476512,-309.0893061476512,-309.0893061476512,-419.31245898125826,-419.31245898125826,-419.31245898125826,0.0,0.0,0.0,4089.9841652560526
2013-10-25,4816.98772237249,3209.8228277319186,5449.159539771778,4816.98772237249,4816.98772237249,-460.017819653736,-460.017819653736,-460.017819653736,-54.52855513630635,-54.52855513630635,-54.52855513630635,-405.48926451742966,-405.48926451742966,-405.48926451742966,0.0,0.0,0.0,4356.9699027187535
2013-10-26,4815.589514360018,3521.7335522663525,5710.052516481642,4815.589514360018,4815.589514360018,-236.30021790661587,-236.30021790661587,-236.30021790661587,150.70369944123365,150.70369944123365,150.70369944123365,-387.00391734784955,-387.00391734784955,-387.00391734784955,0.0,0.0,0.0,4579.289296453402
2013-10-28,4812.793098335073,3795.347424494772,5960.708509443258,4812.793098335073,4812.793098335073,50.528495831967945,50.528495831967945,50.528495831967945,387.9292705717876,387.9292705717876,387.9292705717876,-337.4007747398196,-337.4007747398196,-337.4007747398196,0.0,0.0,0.0,4863.321594167041
2013-10-29,4811.573599102253,3323.7462437910517,5521.778965956011,4811.573599102253,4811.573599102253,-409.8768551477489,-409.8768551477489,-409.8768551477489,-102.66917574085687,-102.66917574085687,-102.66917574085687,-307.20767940689205,-307.20767940689205,-307.20767940689205,0.0,0.0,0.0,4401.696743954504
2013-10-30,4810.354099869431,3226.1912800688233,5373.479178247545,4810.354099869431,4810.354099869431,-493.8186351064435,-493.8186351064435,-493.8186351064435,-219.64733846891863,-219.64733846891863,-219.64733846891863,-274.17129663752485,-274.17129663752485,-274.17129663752485,0.0,0.0,0.0,4316.535464762987
2013-10-31,4809.13460063661,3127.7349132724394,5319.518485936904,4809.13460063661,4809.13460063661,-548.0179417761854,-548.0179417761854,-548.0179417761854,-309.0893061484792,-309.0893061484792,-309.0893061484792,-238.92863562770611,-238.92863562770611,-238.92863562770611,0.0,0.0,0.0,4261.116658860425
2013-11-01,4807.915101403789,3507.9990590462394,5563.218605755825,4807.915101403789,4807.915101403789,-256.67979945294746,-256.67979945294746,-256.67979945294746,-54.52855513712175,-54.52855513712175,-54.52855513712175,-202.15124431582572,-202.15124431582572,-202.15124431582572,0.0,0.0,0.0,4551.235301950841
2013-11-02,4806.6956021709675,3745.751005951011,5837.931671612041,4806.6956021709675,4806.6956021709675,-13.81972050545387,-13.81972050545387,-13.81972050545387,150.70369944148933,150.70369944148933,150.70369944148933,-164.52341994694322,-164.52341994694322,-164.52341994694322,0.0,0.0,0.0,4792.875881665514
2013-11-04,4804.256603705325,4037.0521745927713,6213.182839828129,4804.256603705325,4804.256603705325,298.5455051546976,298.5455051546976,298.5455051546976,387.9292705715978,387.9292705715978,387.9292705715978,-89.38376541690023,-89.38376541690023,-89.38376541690023,0.0,0.0,0.0,5102.802108860023
2013-11-05,4803.037104472504,3624.218065833907,5691.862286006353,4803.037104472504,4803.037104472504,-155.7741503417821,-155.7741503417821,-155.7741503417821,-102.6691757403175,-102.6691757403175,-102.6691757403175,-53.1049746014646,-53.1049746014646,-53.1049746014646,0.0,0.0,0.0,4647.262954130722
2013-11-06,4801.817605239683,3377.2788356892606,5675.206741750538,4801.817605239683,4801.817605239683,-238.04790035771873,-238.04790035771873,-238.04790035771873,-219.64733846829807,-219.64733846829807,-219.64733846829807,-18.400561889420636,-18.400561889420636,-18.400561889420636,0.0,0.0,0.0,4563.769704881965
2013-11-07,4800.598106006862,3444.9224870152552,5599.424141244282,4800.598106006862,4800.598106006862,-294.78601646948295,-294.78601646948295,-294.78601646948295,-309.08930614816677,-309.08930614816677,-309.08930614816677,14.303289678683864,14.303289678683864,14.303289678683864,0.0,0.0,0.0,4505.812089537379
2013-11-08,4799.37860677404,3665.059058485104,5900.484472138862,4799.37860677404,4799.37860677404,-9.842043306955777,-9.842043306955777,-9.842043306955777,-54.52855513716686,-54.52855513716686,-54.52855513716686,44.68651183021108,44.68651183021108,44.68651183021108,0.0,0.0,0.0,4789.536563467084
2013-11-09,4798.15910754122,3942.897192786104,6125.00367207074,4798.15910754122,4798.15910754122,223.2510444754469,223.2510444754469,223.2510444754469,150.70369944174502,150.70369944174502,150.70369944174502,72.54734503370183,72.54734503370183,72.54734503370183,0.0,0.0,0.0,5021.410152016667
2013-11-11,4795.720109075577,4187.052722559859,6409.159776481257,4795.720109075577,4795.720109075577,508.4640938800403,508.4640938800403,508.4640938800403,387.929270571634,387.929270571634,387.929270571634,120.53482330840633,120.53482330840633,120.53482330840633,0.0,0.0,0.0,5304.184202955617
2013-11-12,4794.500609842756,3733.094718845364,5906.623008045029,4794.500609842756,4794.500609842756,38.23955307208505,38.23955307208505,38.23955307208505,-102.66917574076783,-102.66917574076783,-102.66917574076783,140.90872881285287,140.90872881285287,140.90872881285287,0.0,0.0,0.0,4832.740162914841
2013-11-13,4793.281110609934,3649.9116201295788,5832.512149166317,4793.281110609934,4793.281110609934,-60.394813702579256,-60.394813702579256,-60.394813702579256,-219.64733846853704,-219.64733846853704,-219.64733846853704,159.2525247659578,159.2525247659578,159.2525247659578,0.0,0.0,0.0,4732.886296907355
2013-11-14,4792.061611377114,3579.487276897538,5857.430982879004,4792.061611377114,4792.061611377114,-133.08087227863868,-133.08087227863868,-133.08087227863868,-309.0893061486049,-309.0893061486049,-309.0893061486049,176.00843386996627,176.00843386996627,176.00843386996627,0.0,0.0,0.0,4658.980739098475
2013-11-15,4790.842112144292,3848.457597938381,5989.984354398504,4790.842112144292,4790.842112144292,137.20142088691617,137.20142088691617,137.20142088691617,-54.528555136399355,-54.528555136399355,-54.528555136399355,191.72997602331554,191.72997602331554,191.72997602331554,0.0,0.0,0.0,4928.0435330312075
2013-11-16,4789.622612911471,4047.1180384163013,6205.447490748265,4789.622612911471,4789.622612911471,357.7708164423162,357.7708164423162,357.7708164423162,150.70369944174405,150.70369944174405,150.70369944174405,207.06711700057213,207.06711700057213,207.06711700057213,0.0,0.0,0.0,5147.393429353788
2013-11-18,4787.183614445828,4377.105560382875,6506.334138201229,4787.183614445828,4787.183614445828,627.4875907158697,627.4875907158697,627.4875907158697,387.9292705719492,387.9292705719492,387.9292705719492,239.55832014392058,239.55832014392058,239.55832014392058,0.0,0.0,0.0,5414.671205161698
2013-11-19,4785.964115213008,3859.8257080710478,6017.123408598836,4785.964115213008,4785.964115213008,155.64788174299724,155.64788174299724,155.64788174299724,-102.66917574099595,-102.66917574099595,-102.66917574099595,258.3170574839932,258.3170574839932,258.3170574839932,0.0,0.0,0.0,4941.611996956005
2013-11-20,4784.744615980186,3816.556358755422,5913.8350185625395,4784.744615980186,4784.744615980186,60.20487986555738,60.20487986555738,60.20487986555738,-219.6473384687761,-219.6473384687761,-219.6473384687761,279.8522183343335,279.8522183343335,279.8522183343335,0.0,0.0,0.0,4844.9494958457435
2013-11-21,4783.525116747365,3712.978139915312,5837.361279654576,4783.525116747365,4783.525116747365,-4.115092232071605,-4.115092232071605,-4.115092232071605,-309.08930614754195,-309.08930614754195,-309.08930614754195,304.97421391547033,304.97421391547033,304.97421391547033,0.0,0.0,0.0,4779.410024515294
2013-11-22,4782.305617514545,4009.4843078857702,6173.08783031096,4782.305617514545,4782.305617514545,279.9208507393482,279.9208507393482,279.9208507393482,-54.528555137642236,-54.528555137642236,-54.528555137642236,334.44940587699045,334.44940587699045,334.44940587699045,0.0,0.0,0.0,5062.2264682538935
2013-11-23,4781.0861182817225,4249.438607977648,6364.815511251475,4781.0861182817225,4781.0861182817225,519.6776367154105,519.6776367154105,519.6776367154105,150.703699441286,150.703699441286,150.703699441286,368.9739372741244,368.9739372741244,368.9739372741244,0.0,0.0,0.0,5300.763754997133
2013-11-25,4778.647119816081,4515.538571123328,6663.769234177618,4778.647119816081,4778.647119816081,843.3851541985438,843.3851541985438,843.3851541985438,387.9292705717594,387.9292705717594,387.9292705717594,455.4558836267845,455.4558836267845,455.4558836267845,0.0,0.0,0.0,5622.032274014625
2013-11-26,4777.427620583258,4132.18096544093,6175.495131432266,4777.427620583258,4777.427620583258,405.5693861869898,405.5693861869898,405.5693861869898,-102.66917574144625,-102.66917574144625,-102.66917574144625,508.23856192843607,508.23856192843607,508.23856192843607,0.0,0.0,0.0,5182.997006770248
2013-11-27,4776.552534254038,4059.828949021371,6119.393753574704,4776.552534254038,4776.552534254038,348.0352782606773,348.0352782606773,348.0352782606773,-219.64733846869535,-219.64733846869535,-219.64733846869535,567.6826167293726,567.6826167293726,567.6826167293726,0.0,0.0,0.0,5124.587812514715
2013-11-28,4775.677447924816,3997.8178534873455,6126.366271807345,4775.677447924816,4775.677447924816,324.7135434158307,324.7135434158307,324.7135434158307,-309.0893061483699,-309.0893061483699,-309.0893061483699,633.8028495642006,633.8028495642006,633.8028495642006,0.0,0.0,0.0,5100.390991340647
2013-11-29,4774.802361595595,4392.684178071621,6455.541725289664,4774.802361595595,4774.802361595595,651.9043878907895,651.9043878907895,651.9043878907895,-54.528555136874736,-54.528555136874736,-54.528555136874736,706.4329430276644,706.4329430276644,706.4329430276644,0.0,0.0,0.0,5426.706749486385
2013-11-30,4773.927275266374,4650.544241095854,6823.7404104217285,4773.927275266374,4773.927275266374,935.9235813879737,935.9235813879737,935.9235813879737,150.7036994415417,150.7036994415417,150.7036994415417,785.219881946432,785.219881946432,785.219881946432,0.0,0.0,0.0,5709.850856654348
2013-12-02,4772.177102607931,5085.857479325346,7190.493976142727,4772.177102607931,4772.177102607931,1346.8472691994725,1346.8472691994725,1346.8472691994725,387.92927057207453,387.92927057207453,387.92927057207453,958.9179986273979,958.9179986273979,958.9179986273979,0.0,0.0,0.0,6119.024371807403
2013-12-03,4771.30201627871,4617.8382796907645,6784.181316493318,4771.30201627871,4771.30201627871,949.5360673541574,949.5360673541574,949.5360673541574,-102.66917574068474,-102.66917574068474,-102.66917574068474,1052.205243094842,1052.205243094842,1052.205243094842,0.0,0.0,0.0,5720.838083632867
2013-12-04,4770.42692994949,4634.585407455653,6738.449345666703,4770.42692994949,4770.42692994949,928.7760165273558,928.7760165273558,928.7760165273558,-219.6473384683945,-219.6473384683945,-219.6473384683945,1148.4233549957503,1148.4233549957503,1148.4233549957503,0.0,0.0,0.0,5699.202946476846
2013-12-05,4769.551843620268,4575.9697586813045,6772.87087145368,4769.551843620268,4769.551843620268,937.2773954935687,937.2773954935687,937.2773954935687,-309.08930614769673,-309.08930614769673,-309.08930614769673,1246.3667016412655,1246.3667016412655,1246.3667016412655,0.0,0.0,0.0,5706.829239113837
2013-12-06,4768.676757291047,5033.251614031293,7119.716868691566,4768.676757291047,4768.676757291047,1290.1785502524556,1290.1785502524556,1290.1785502524556,-54.52855513610727,-54.52855513610727,-54.52855513610727,1344.707105388563,1344.707105388563,1344.707105388563,0.0,0.0,0.0,6058.855307543502
2013-12-07,4767.801670961826,5316.554669445001,7443.785651667693,4767.801670961826,4767.801670961826,1592.7227696332816,1592.7227696332816,1592.7227696332816,150.70369944108361,150.70369944108361,150.70369944108361,1442.019070192198,1442.019070192198,1442.019070192198,0.0,0.0,0.0,6360.524440595107
2013-12-09,4766.051498303384,5668.274187842493,7833.487104035463,4766.051498303384,4766.051498303384,2015.4699615675536,2015.4699615675536,2015.4699615675536,387.92927057188473,387.92927057188473,387.92927057188473,1627.540690995669,1627.540690995669,1627.540690995669,0.0,0.0,0.0,6781.521459870937
2013-12-10,4765.176411974162,5255.839426610883,7408.2466031043605,4765.176411974162,4765.176411974162,1610.0084152193451,1610.0084152193451,1610.0084152193451,-102.66917574113505,-102.66917574113505,-102.66917574113505,1712.6775909604803,1712.6775909604803,1712.6775909604803,0.0,0.0,0.0,6375.184827193507
2013-12-11,4764.301325644941,5263.802973934587,7388.421660264384,4764.301325644941,4764.301325644941,1571.0583820917943,1571.0583820917943,1571.0583820917943,-219.64733846863348,-219.64733846863348,-219.64733846863348,1790.705720560428,1790.705720560428,1790.705720560428,0.0,0.0,0.0,6335.359707736736
2013-12-12,4763.42623931572,5293.46687689349,7403.360678589973,4763.42623931572,4763.42623931572,1551.0825076712892,1551.0825076712892,1551.0825076712892,-309.08930614813494,-309.08930614813494,-309.08930614813494,1860.1718138194244,1860.1718138194244,1860.1718138194244,0.0,0.0,0.0,6314.508746987009
2013-12-13,4762.551152986499,5550.789912859765,7776.7672973995495,4762.551152986499,4762.551152986499,1865.1861207232641,1865.1861207232641,1865.1861207232641,-54.52855513735013,-54.52855513735013,-54.52855513735013,1919.7146758606143,1919.7146758606143,1919.7146758606143,0.0,0.0,0.0,6627.737273709763
2013-12-14,4761.676066657277,5778.074594781667,7943.173984747927,4761.676066657277,4761.676066657277,2118.7997442400233,2118.7997442400233,2118.7997442400233,150.70369944179635,150.70369944179635,150.70369944179635,1968.0960447982272,1968.0960447982272,1968.0960447982272,0.0,0.0,0.0,6880.4758108973
2013-12-16,4759.925893998835,6046.809417261937,8193.528062266758,4759.925893998835,4759.925893998835,2415.133879998738,2415.133879998738,2415.133879998738,387.92927057183437,387.92927057183437,387.92927057183437,2027.2046094269037,2027.2046094269037,2027.2046094269037,0.0,0.0,0.0,7175.059773997573
2013-12-17,4759.050807669614,5623.426687071208,7813.73647168362,4759.050807669614,4759.050807669614,1933.6428415999467,1933.6428415999467,1933.6428415999467,-102.66917574158536,-102.66917574158536,-102.66917574158536,2036.312017341532,2036.312017341532,2036.312017341532,0.0,0.0,0.0,6692.69364926956
2013-12-18,4758.175721340393,5399.968063216702,7655.705539635665,4758.175721340393,4758.175721340393,1811.4110423987172,1811.4110423987172,1811.4110423987172,-219.64733846833263,-219.64733846833263,-219.64733846833263,2031.05838086705,2031.05838086705,2031.05838086705,0.0,0.0,0.0,6569.586763739109
2013-12-19,4757.300635011172,5254.196162811446,7488.635520174604,4757.300635011172,4757.300635011172,1702.0919544537912,1702.0919544537912,1702.0919544537912,-309.08930614821224,-309.08930614821224,-309.08930614821224,2011.1812606020035,2011.1812606020035,2011.1812606020035,0.0,0.0,0.0,6459.392589464963
2013-12-20,4756.42554868195,5726.289041908878,7761.858008942097,4756.42554868195,4756.42554868195,1922.1287472656843,1922.1287472656843,1922.1287472656843,-54.528555136582625,-54.528555136582625,-54.528555136582625,1976.657302402267,1976.657302402267,1976.657302402267,0.0,0.0,0.0,6678.554295947634
2013-12-21,4755.550462352729,5734.453754606789,7886.95108095751,4755.550462352729,4755.550462352729,2078.4093042614495,2078.4093042614495,2078.4093042614495,150.70369944133833,150.70369944133833,150.70369944133833,1927.7056048201111,1927.7056048201111,1927.7056048201111,0.0,0.0,0.0,6833.959766614178
2013-12-23,4753.800289694287,5882.316796333186,7997.645258103,4753.800289694287,4753.800289694287,2176.520704880777,2176.520704880777,2176.520704880777,387.92927057164457,387.92927057164457,387.92927057164457,1788.5914343091324,1788.5914343091324,1788.5914343091324,0.0,0.0,0.0,6930.320994575064
2013-12-24,4752.9252033650655,5239.691320564814,7361.189537524284,4752.9252033650655,4752.9252033650655,1597.3679725630782,1597.3679725630782,1597.3679725630782,-102.66917574082383,-102.66917574082383,-102.66917574082383,1700.0371483039019,1700.0371483039019,1700.0371483039019,0.0,0.0,0.0,6350.293175928144
2013-12-27,4750.299944377402,4978.038462417345,7103.18167863054,4750.299944377402,4750.299944377402,1317.776874913346,1317.776874913346,1317.776874913346,-54.52855513662775,-54.52855513662775,-54.52855513662775,1372.3054300499737,1372.3054300499737,1372.3054300499737,0.0,0.0,0.0,6068.076819290749
2013-12-28,4749.773904316819,5070.678114036824,7218.4929303144545,4749.773904316819,4749.773904316819,1397.9208902508622,1397.9208902508622,1397.9208902508622,150.70369944088026,150.70369944088026,150.70369944088026,1247.217190809982,1247.217190809982,1247.217190809982,0.0,0.0,0.0,6147.694794567682
2013-12-30,4748.721824195653,5037.627561399514,7199.17595020313,4748.721824195653,4748.721824195653,1371.1584727883467,1371.1584727883467,1371.1584727883467,387.9292705718203,387.9292705718203,387.9292705718203,983.2292022165265,983.2292022165265,983.2292022165265,0.0,0.0,0.0,6119.880296984
2013-12-31,4748.195784135071,4353.091515432674,6562.400252927433,4748.195784135071,4748.195784135071,745.2109382582682,745.2109382582682,745.2109382582682,-102.66917574127416,-102.66917574127416,-102.66917574127416,847.8801139995425,847.8801139995425,847.8801139995425,0.0,0.0,0.0,5493.40672239334
2014-01-02,4747.143704013905,3882.735359309768,6159.045857816633,4747.143704013905,4747.143704013905,270.3000783047134,270.3000783047134,270.3000783047134,-309.0893061475874,-309.0893061475874,-309.0893061475874,579.3893844523009,579.3893844523009,579.3893844523009,0.0,0.0,0.0,5017.443782318619
2014-01-03,4746.617663953322,4112.212486132982,6282.823615235384,4746.617663953322,4746.617663953322,395.1609045896679,395.1609045896679,395.1609045896679,-54.52855513586021,-54.52855513586021,-54.52855513586021,449.68945972552814,449.68945972552814,449.68945972552814,0.0,0.0,0.0,5141.77856854299
2014-01-04,4746.091623892739,4109.403288079449,6343.464039964941,4746.091623892739,4746.091623892739,475.87350931335953,475.87350931335953,475.87350931335953,150.70369944159302,150.70369944159302,150.70369944159302,325.16980987176646,325.16980987176646,325.16980987176646,0.0,0.0,0.0,5221.9651332060985
2014-01-06,4745.039543771574,4171.661965979558,6339.9025999999,4745.039543771574,4745.039543771574,485.28910043341216,485.28910043341216,485.28910043341216,387.92927057177,387.92927057177,387.92927057177,97.35982986164227,97.35982986164227,97.35982986164227,0.0,0.0,0.0,5230.328644204987
2014-01-07,4744.51350371099,3562.2180879321295,5709.8104537752815,4744.51350371099,4744.51350371099,-106.15867777161844,-106.15867777161844,-106.15867777161844,-102.66917574150227,-102.66917574150227,-102.66917574150227,-3.4895020301161677,-3.4895020301161677,-3.4895020301161677,0.0,0.0,0.0,4638.354825939372
2014-01-08,4743.987463650408,3349.2986965273976,5505.957123430763,4743.987463650408,4743.987463650408,-313.96299833268364,-313.96299833268364,-313.96299833268364,-219.64733846895004,-219.64733846895004,-219.64733846895004,-94.31565986373359,-94.31565986373359,-94.31565986373359,0.0,0.0,0.0,4430.024465317724
2014-01-09,4743.461423589825,3217.8089182901776,5307.3017085113825,4743.461423589825,4743.461423589825,-483.47122517502476,-483.47122517502476,-483.47122517502476,-309.08930614841546,-309.08930614841546,-309.08930614841546,-174.38191902660935,-174.38191902660935,-174.38191902660935,0.0,0.0,0.0,4259.9901984148
2014-01-10,4742.935383529242,3411.3176946043855,5543.45394808813,4742.935383529242,4742.935383529242,-297.6935201386934,-297.6935201386934,-297.6935201386934,-54.528555136290514,-54.528555136290514,-54.528555136290514,-243.1649650024029,-243.1649650024029,-243.1649650024029,0.0,0.0,0.0,4445.241863390549
2014-01-11,4742.40934346866,3629.1142692301546,5670.251669256995,4742.40934346866,4742.40934346866,-149.65502277551278,-149.65502277551278,-149.65502277551278,150.703699441135,150.703699441135,150.703699441135,-300.3587222166478,-300.3587222166478,-300.3587222166478,0.0,0.0,0.0,4592.754320693148
2014-01-13,4741.357263347494,3609.477392884366,5744.4424189796455,4741.357263347494,4741.357263347494,8.098658871838035,8.098658871838035,8.098658871838035,387.9292705717196,387.9292705717196,387.9292705717196,-379.8306116998816,-379.8306116998816,-379.8306116998816,0.0,0.0,0.0,4749.455922219332
2014-01-14,4740.831223286911,3182.166533023835,5305.263031120633,4740.831223286911,4740.831223286911,-505.22178680418125,-505.22178680418125,-505.22178680418125,-102.66917574195263,-102.66917574195263,-102.66917574195263,-402.55261106222866,-402.55261106222866,-402.55261106222866,0.0,0.0,0.0,4235.6094364827295
2014-01-15,4740.305183226328,2984.612869688186,5161.1260841061,4740.305183226328,4740.305183226328,-634.1969594745096,-634.1969594745096,-634.1969594745096,-219.64733846832945,-219.64733846832945,-219.64733846832945,-414.5496210061801,-414.5496210061801,-414.5496210061801,0.0,0.0,0.0,4106.1082237518185
2014-01-16,4739.779143165745,2926.5591464289027,5047.055462664539,4739.779143165745,4739.779143165745,-725.5913306783901,-725.5913306783901,-725.5913306783901,-309.08930614735243,-309.08930614735243,-309.08930614735243,-416.50202453103765,-416.50202453103765,-416.50202453103765,0.0,0.0,0.0,4014.187812487355
2014-01-17,4739.253103105162,3196.8760813440394,5354.3986621509575,4739.253103105162,4739.253103105162,-463.7686512068695,-463.7686512068695,-463.7686512068695,-54.52855513633562,-54.52855513633562,-54.52855513633562,-409.2400960705339,-409.2400960705339,-409.2400960705339,0.0,0.0,0.0,4275.484451898293
2014-01-18,4738.727063044579,3440.6223153670044,5561.755653399656,4738.727063044579,4738.727063044579,-243.01739608031178,-243.01739608031178,-243.01739608031178,150.70369944184773,150.70369944184773,150.70369944184773,-393.7210955221595,-393.7210955221595,-393.7210955221595,0.0,0.0,0.0,4495.709666964267
2014-01-20,4737.674982923414,3764.0777612575303,5805.492755807078,4737.674982923414,4737.674982923414,45.7037863548293,45.7037863548293,45.7037863548293,387.92927057175586,387.92927057175586,387.92927057175586,-342.22548421692653,-342.22548421692653,-342.22548421692653,0.0,0.0,0.0,4783.378769278243
2014-01-21,4737.148942862831,3250.7212383349756,5394.702503902744,4737.148942862831,4737.148942862831,-411.2380134285251,-411.2380134285251,-411.2380134285251,-102.66917574141323,-102.66917574141323,-102.66917574141323,-308.5688376871119,-308.5688376871119,-308.5688376871119,0.0,0.0,0.0,4325.910929434306
2014-01-22,4736.622902802248,3150.2589812037922,5278.365046409814,4736.622902802248,4736.622902802248,-490.8887145774288,-490.8887145774288,-490.8887145774288,-219.6473384680286,-219.6473384680286,-219.6473384680286,-271.2413761094002,-271.2413761094002,-271.2413761094002,0.0,0.0,0.0,4245.734188224819
2014-01-23,4736.096862741665,3099.2452156328486,5306.942073229064,4736.096862741665,4736.096862741665,-540.5353514440066,-540.5353514440066,-540.5353514440066,-309.0893061477905,-309.0893061477905,-309.0893061477905,-231.44604529621603,-231.44604529621603,-231.44604529621603,0.0,0.0,0.0,4195.561511297658
2014-01-24,4735.570822681082,3443.033681148156,5528.474248780682,4735.570822681082,4735.570822681082,-244.88530950403623,-244.88530950403623,-244.88530950403623,-54.52855513638076,-54.52855513638076,-54.52855513638076,-190.3567543676555,-190.3567543676555,-190.3567543676555,0.0,0.0,0.0,4490.685513177046
2014-01-25,4735.044782620499,3624.6571914577,5788.551585110127,4735.044782620499,4735.044782620499,1.608708066373237,1.608708066373237,1.608708066373237,150.703699441133,150.703699441133,150.703699441133,-149.09499137475976,-149.09499137475976,-149.09499137475976,0.0,0.0,0.0,4736.653490686872
2014-01-27,4733.992702499333,4038.806811651269,6124.899469187825,4733.992702499333,4733.992702499333,317.7759687452903,317.7759687452903,317.7759687452903,387.929270571845,387.929270571845,387.929270571845,-70.1533018265547,-70.1533018265547,-70.1533018265547,0.0,0.0,0.0,5051.768671244623
2014-01-28,4733.734598536129,3485.513340703706,5694.347920040544,4733.734598536129,4733.734598536129,-136.94593975556575,-136.94593975556575,-136.94593975556575,-102.6691757406517,-102.6691757406517,-102.6691757406517,-34.27676401491403,-34.27676401491403,-34.27676401491403,0.0,0.0,0.0,4596.788658780563
